wave,m1,m2,m3,m4,m5,m6,s1,s2,s3,s4,s5,s6,t1,t2,t3,t4,t5,t6,date
510,2.44857142857143,4.00285714285714,4.67714285714286,6.23285714285714,3.87428571428571,4.87714285714286,2.76142857142857,5.07428571428571,2.70428571428571,4.27142857142857,3.90142857142857,3.85857142857143,4.61714285714286,4.29857142857143,4.23285714285714,2.31142857142857,4.81428571428571,2.28142857142857,2016-05-03
520,2.86625,4.41375,5.35625,6.71625,4.27875,5.29125,3.0075,5.46875,2.96,4.63875,4.14625,4.155,5.75375,5.37875,4.95625,2.535,5.3025,2.65875,2016-05-03
530,3.21571428571429,4.75,5.85857142857143,7.12142857142857,4.58857142857143,5.63142857142857,3.22,5.79714285714286,3.18142857142857,4.92857142857143,4.35857142857143,4.40571428571429,6.67428571428571,6.25857142857143,5.56142857142857,2.71,5.70571428571429,2.97571428571429,2016-05-03
540,3.38571428571429,4.96428571428571,6.08285714285714,7.31285714285714,4.85857142857143,5.90142857142857,3.35285714285714,6.02285714285714,3.34714285714286,5.09428571428571,4.48857142857143,4.57428571428571,7.12428571428571,6.70428571428571,5.84,2.83857142857143,5.89571428571429,3.13285714285714,2016-05-03
550,3.50428571428571,5.05142857142857,6.40428571428571,7.59285714285714,4.88142857142857,6.03285714285714,3.43142857142857,6.23285714285714,3.35285714285714,5.26,4.56142857142857,4.63571428571429,7.49,6.85142857142857,6.07714285714286,2.97285714285714,6.27285714285714,3.19857142857143,2016-05-03
560,3.47285714285714,5.09142857142857,6.20428571428571,7.61428571428571,4.90428571428571,6.08142857142857,3.46142857142857,6.26285714285714,3.45,5.24142857142857,4.62571428571429,4.70571428571429,7.32571428571429,6.80285714285714,6.01285714285714,2.98857142857143,6.20428571428571,3.18857142857143,2016-05-03
570,3.31375,4.97625,5.88875,7.545,4.75625,6.02625,3.4025,6.215,3.42375,5.13,4.605,4.645,6.83875,6.34875,5.75375,2.97,6.08375,3.03375,2016-05-03
580,3.19285714285714,4.87571428571429,5.62,7.46857142857143,4.62571428571429,5.98,3.38,6.17142857142857,3.4,5.04,4.58142857142857,4.59285714285714,6.45428571428571,5.97857142857143,5.52285714285714,2.94,5.97857142857143,2.92142857142857,2016-05-03
590,3.15285714285714,4.84,5.48428571428571,7.46857142857143,4.56857142857143,5.99428571428571,3.37714285714286,6.17,3.40571428571429,4.99857142857143,4.57428571428571,4.57,6.31428571428571,5.83857142857143,5.45,2.94857142857143,5.95571428571429,2.88142857142857,2016-05-03
600,3.15,4.81571428571429,5.39142857142857,7.45571428571429,4.53,6.00857142857143,3.38857142857143,6.17428571428571,3.42857142857143,4.98428571428571,4.57857142857143,4.57142857142857,6.26,5.76142857142857,5.40428571428571,2.94857142857143,5.94,2.87571428571429,2016-05-03
