wave,m1,m2,m3,m4,m5,m6,s1,s2,s3,s4,s5,s6,t1,t2,t3,t4,t5,t6,date
1510,6.23,5.62333333333333,5.65333333333333,8.78,4.35,8.41666666666667,5.18333333333333,5.61666666666667,4.13666666666667,5.05333333333333,3.45333333333333,4.22333333333333,12.07,8.48666666666667,9.88666666666667,5,11.2933333333333,5.67333333333333,2016-05-03
1520,6.56333333333333,5.94666666666667,6.03,9.16,4.67,8.76,5.4,5.90333333333333,4.34333333333333,5.32,3.62,4.43,12.7533333333333,9.04,10.3166666666667,5.17666666666667,11.6933333333333,5.99333333333333,2016-05-03
1530,6.9,6.27666666666667,6.4,9.53333333333333,4.98666666666667,9.09666666666667,5.61,6.18666666666667,4.55333333333333,5.58333333333333,3.77666666666667,4.63666666666667,13.4533333333333,9.60666666666667,10.7666666666667,5.34666666666667,12.0966666666667,6.33333333333333,2016-05-03
1540,7.18,6.53,6.725,9.83,5.25,9.385,5.785,6.42,4.73,5.815,3.91,4.8,14.02,10.095,11.13,5.52,12.43,6.605,2016-05-03
1550,7.44666666666667,6.8,7.01666666666667,10.13,5.50666666666667,9.65333333333333,5.95333333333333,6.65333333333333,4.89,6.02333333333333,4.04,4.95666666666667,14.58,10.5466666666667,11.4733333333333,5.64,12.76,6.88,2016-05-03
1560,7.73333333333333,7.08333333333333,7.35333333333333,10.4366666666667,5.79,9.94666666666667,6.13666666666667,6.90666666666667,5.07666666666667,6.24666666666667,4.19,5.14666666666667,15.19,11.08,11.8733333333333,5.8,13.1066666666667,7.18,2016-05-03
1570,8.04666666666667,7.35666666666667,7.67666666666667,10.77,6.06666666666667,10.2533333333333,6.30333333333333,7.14333333333333,5.26,6.47666666666667,4.32,5.31333333333333,15.8,11.6,12.27,5.95666666666667,13.51,7.47666666666667,2016-05-03
1580,8.265,7.56,7.935,10.995,6.265,10.45,6.45,7.32,5.39,6.645,4.425,5.45,16.28,12.02,12.575,6.085,13.785,7.705,2016-05-03
1590,8.47333333333333,7.75666666666667,8.17333333333333,11.21,6.46,10.6633333333333,6.58666666666667,7.50666666666667,5.53666666666667,6.82,4.52333333333333,5.58333333333333,16.7466666666667,12.4,12.8566666666667,6.19333333333333,14.0333333333333,7.92666666666667,2016-05-03
1600,8.73666666666667,7.98666666666667,8.46,11.4466666666667,6.69666666666667,10.9333333333333,6.75333333333333,7.70666666666667,5.70333333333333,7.02,4.65,5.74333333333333,17.3033333333333,12.8733333333333,13.23,6.33333333333333,14.3533333333333,8.18333333333333,2016-05-03
1610,8.96,8.18333333333333,8.71333333333333,11.6766666666667,6.89333333333333,11.18,6.90666666666667,7.89333333333333,5.85333333333333,7.21,4.76,5.89,17.8266666666667,13.31,13.55,6.44666666666667,14.65,8.41333333333333,2016-05-03
1620,9.125,8.335,8.89,11.835,7.04,11.34,7.025,8.03,5.96,7.33,4.84,6,18.22,13.615,13.785,6.53,14.855,8.585,2016-05-03
1630,9.25333333333333,8.46,9.05333333333333,11.9633333333333,7.17,11.4866666666667,7.12333333333333,8.14666666666667,6.06333333333333,7.44,4.90666666666667,6.09,18.51,13.88,13.9733333333333,6.61,14.9866666666667,8.72333333333333,2016-05-03
1640,9.39666666666667,8.59333333333333,9.22333333333333,12.1066666666667,7.30666666666667,11.6533333333333,7.21333333333333,8.26,6.16333333333333,7.54,4.97,6.17333333333333,18.8233333333333,14.1333333333333,14.1833333333333,6.69333333333333,15.1633333333333,8.87,2016-05-03
1650,9.46666666666667,8.66333333333333,9.32,12.19,7.39333333333333,11.72,7.26333333333333,8.32666666666667,6.21,7.6,4.99666666666667,6.21666666666667,18.9766666666667,14.2833333333333,14.2933333333333,6.73333333333333,15.2533333333333,8.94333333333333,2016-05-03
1660,9.49,8.69,9.335,12.225,7.415,11.735,7.265,8.34,6.215,7.62,5,6.225,19.015,14.32,14.31,6.74,15.255,8.96,2016-05-03
1670,9.47,8.69,9.35666666666667,12.22,7.43666666666667,11.7233333333333,7.26666666666667,8.34333333333333,6.21666666666667,7.61666666666667,4.99333333333333,6.21666666666667,18.99,14.2933333333333,14.2833333333333,6.74,15.2166666666667,8.94,2016-05-03
1680,9.39,8.65666666666667,9.31333333333333,12.1733333333333,7.41333333333333,11.6566666666667,7.24,8.31666666666667,6.19,7.59,4.95333333333333,6.18666666666667,18.86,14.1833333333333,14.19,6.71333333333333,15.1,8.86666666666667,2016-05-03
1690,9.27,8.57666666666667,9.21666666666667,12.0766666666667,7.35666666666667,11.5533333333333,7.18,8.25666666666667,6.13333333333333,7.52,4.90333333333333,6.12666666666667,18.63,13.9933333333333,14.04,6.65666666666667,14.9266666666667,8.73333333333333,2016-05-03
1700,9.13666666666667,8.47333333333333,9.08,11.9566666666667,7.26666666666667,11.45,7.09666666666667,8.16,6.05,7.42333333333333,4.83333333333333,6.04,18.3333333333333,13.75,13.8666666666667,6.6,14.76,8.59333333333333,2016-05-03
1710,9.005,8.365,8.945,11.81,7.155,11.31,7.01,8.06,5.965,7.315,4.76,5.95,18.05,13.49,13.7,6.53,14.575,8.465,2016-05-03
1720,8.89333333333333,8.25,8.80333333333333,11.6766666666667,7.05333333333333,11.1966666666667,6.93333333333333,7.95666666666667,5.89,7.21666666666667,4.68666666666667,5.88,17.7933333333333,13.2766666666667,13.5566666666667,6.47333333333333,14.4166666666667,8.35,2016-05-03
1730,8.78333333333333,8.12333333333333,8.65666666666667,11.52,6.92333333333333,11.07,6.86666666666667,7.83333333333333,5.81666666666667,7.1,4.60333333333333,5.79333333333333,17.54,13.0433333333333,13.4166666666667,6.41333333333333,14.2533333333333,8.24333333333333,2016-05-03
1740,8.64,7.94666666666667,8.45666666666667,11.33,6.73333333333333,10.91,6.74666666666667,7.65666666666667,5.70666666666667,6.95333333333333,4.49333333333333,5.67333333333333,17.2266666666667,12.7633333333333,13.2333333333333,6.32333333333333,14.0733333333333,8.08,2016-05-03
1750,8.45,7.76,8.255,11.1,6.56,10.7,6.645,7.495,5.595,6.78,4.37,5.545,16.87,12.41,13.01,6.235,13.83,7.91,2016-05-03
1760,8.31,7.61333333333333,8.03666666666667,10.92,6.38666666666667,10.5166666666667,6.55333333333333,7.34,5.48,6.64666666666667,4.28666666666667,5.48,16.53,12.1333333333333,12.8233333333333,6.14333333333333,13.6033333333333,7.76666666666667,2016-05-03
1770,8.16333333333333,7.48333333333333,7.87,10.6833333333333,6.27333333333333,10.3633333333333,6.45666666666667,7.21333333333333,5.41,6.52,4.22333333333333,5.4,16.2433333333333,11.9033333333333,12.7033333333333,6.10333333333333,13.36,7.64,2016-05-03
1780,8.15,7.43,7.82,10.61,6.21666666666667,10.2766666666667,6.44333333333333,7.18,5.38333333333333,6.47333333333333,4.18,5.39,16.0833333333333,11.81,12.66,6.05,13.2133333333333,7.62666666666667,2016-05-03
1790,8.17666666666667,7.57,7.91,10.4966666666667,6.37,10.3033333333333,6.50333333333333,7.31666666666667,5.53333333333333,6.52333333333333,4.24333333333333,5.51666666666667,16.0666666666667,11.8433333333333,12.8333333333333,6.08333333333333,13.0466666666667,7.73,2016-05-03
1800,8.53,7.905,8.32,10.775,6.895,10.735,6.69,7.47,5.84,6.735,4.445,5.84,16.395,12.36,13.21,6.11,13.06,8.065,2016-05-03
1810,9.01333333333333,8.42666666666667,9.16333333333333,11.25,7.47,11.2366666666667,6.91333333333333,8.03666666666667,6.32666666666667,7.22,4.76666666666667,6.34333333333333,17.3933333333333,13.4766666666667,14.1133333333333,6.25666666666667,13.2133333333333,8.62,2016-05-03
1820,9.46666666666667,8.99666666666667,10.06,12.22,8.15666666666667,11.5133333333333,7.37,8.56666666666667,6.71,7.79333333333333,5.34333333333333,6.67666666666667,18.9566666666667,15.2766666666667,14.7766666666667,6.43,13.7133333333333,9.25666666666667,2016-05-03
1830,10.06,9.18333333333333,10.4833333333333,12.1066666666667,8.10666666666667,12.34,7.33666666666667,8.81,7.28666666666667,8.14666666666667,5.44,6.95333333333333,19.87,16.2633333333333,15.1433333333333,6.46333333333333,14.53,9.75333333333333,2016-05-03
1840,10.2333333333333,9.23666666666667,10.7,12.9066666666667,8.43666666666667,11.8166666666667,7.54666666666667,8.85,7.08333333333333,8.37,5.66,7.08,20.3366666666667,16.5633333333333,15.36,6.05666666666667,14.41,9.69666666666667,2016-05-03
1850,10.2,9.37,10.685,12.595,8.205,12.215,7.63,9.12,6.885,8.375,5.485,7.075,20.4,15.935,14.66,6.17,14.45,9.88,2016-05-03
1860,10.0433333333333,8.99333333333333,10.8733333333333,12.57,8.2,11.77,7.61666666666667,8.64333333333333,6.84,8.65333333333333,5.67666666666667,6.97666666666667,20.22,16.3833333333333,15.51,6.19333333333333,14.47,9.67666666666667,2016-05-03
1870,9.61666666666667,9.17333333333333,10.41,12.8033333333333,8.25333333333333,12.3833333333333,7.5,9.11,7.23333333333333,8.44666666666667,5.63,7.36666666666667,20.0166666666667,16.3433333333333,15.4266666666667,6.41666666666667,14.8133333333333,9.31333333333333,2016-05-03
1880,10.14,9.19,10.8866666666667,12.71,8.66,11.8733333333333,7.61,9.11,7.2,8.15333333333333,5.77,6.79666666666667,20.4333333333333,16.9966666666667,15.4433333333333,6.08,14.3466666666667,9.98333333333333,2016-05-03
1890,10.68,9.49,10.715,12.995,8.095,12.145,7.46,9.12,6.63,8.29,5.905,7.25,20.41,16.14,15.425,7.36,14.715,10.325,2016-05-03
1900,5.8875,5.64,3.0975,8.8725,7.9475,7.345,3.82,4.4825,6.8275,5.385,3.4875,4.2275,10.5775,10.5225,10.785,2.62,10.8525,3.5675,2016-05-03
1910,4.935,4.7475,7.035,8.4075,6.63,8.415,4.4975,1.8475,6.7925,2.885,2.4125,1.025,7.775,4.9525,7.85,1.8175,4.635,4.805,2016-05-03
1920,6.6725,3.09,3.38,10.1375,5.89,3.1175,6.1475,5.3475,6.2375,6.205,1.4125,4.0575,7.8575,3.86,9.01,3.485,6.28,7.0475,2016-05-03
1930,3.255,3.61,-0.5275,3.7775,3.185,3.8475,2.2875,2.8075,6.1075,3.5925,3.0175,2.3225,8.285,5.025,6.9675,4.2775,5.0425,2.8,2016-05-03
1940,3.27666666666667,2.66,0.853333333333333,5.66333333333333,2.85,5.34666666666667,3.01,3.69,1.56333333333333,2.30333333333333,1.26666666666667,2.99,8.14333333333333,6.73666666666667,6.59,4.24666666666667,7.06333333333333,3.21,2016-05-03
1950,4.0575,2.5825,2.035,4.5225,1.485,5.205,2.715,2.4725,2.9825,2.3675,2.1125,2.3875,6.825,4.17,6.2425,2.5725,5.2375,3.3025,2016-05-03
1960,3.3175,2.3525,1.845,4.5025,1.84,4.6575,3.075,2.4875,2.31,2.42,1.625,2.2475,5.845,3.8225,6.5025,2.6525,5.735,2.8775,2016-05-03
1970,3.0775,2.39,1.93,4.63,1.8175,5.1975,2.94,2.57,2.075,2.4575,1.7125,2.0875,6.0375,3.525,6.1025,2.7075,5.935,2.6275,2016-05-03
1980,3.235,2.51,2.0225,4.675,1.935,5.3875,3.07,2.725,2.19,2.5625,1.745,2.0775,6.17,3.775,6.1725,2.8225,6.0575,2.78,2016-05-03
1990,3.41333333333333,2.6,2.21,4.98,2.07666666666667,5.58,3.17666666666667,2.71,2.33333333333333,2.67,1.90333333333333,2.16666666666667,6.49666666666667,3.88666666666667,6.32666666666667,2.82666666666667,6.23333333333333,2.95,2016-05-03
2000,3.5225,2.7325,2.2375,5.225,2.1875,5.595,3.36,2.9125,2.44,2.9025,1.955,2.36,6.93,4.54,6.8375,2.9375,6.6225,3.1425,2016-05-03
2010,3.7475,2.965,2.6025,5.4125,2.315,5.8675,3.505,3.2225,2.5975,3.055,2.0075,2.6275,7.3175,4.8875,6.7125,3.09,6.9,3.235,2016-05-03
2020,3.7975,3.095,2.715,5.5675,2.365,6.1675,3.53,3.225,2.62,3.105,2.0575,2.395,7.315,4.655,6.9025,3.18,6.9175,3.3475,2016-05-03
2030,3.9175,3.1025,2.7525,5.795,2.4675,6.39,3.5975,3.185,2.6875,3.045,2.0925,2.5725,7.2925,4.5475,6.9625,3.1925,7.0075,3.4225,2016-05-03
2040,3.98,3.24,2.8875,5.9925,2.56,6.5,3.645,3.3025,2.74,3.105,2.1375,2.565,7.335,4.6425,7,3.245,7.08,3.46,2016-05-03
2050,3.94,3.29666666666667,3.00666666666667,6.06666666666667,2.63,6.46666666666667,3.69333333333333,3.42,2.75,3.22333333333333,2.18333333333333,2.65333333333333,7.51666666666667,4.84,7.03333333333333,3.38,7.16333333333333,3.53333333333333,2016-05-03
2060,4.04,3.4025,3.0025,6.2325,2.7025,6.475,3.705,3.43,2.76,3.2325,2.185,2.7075,7.4825,4.805,7.04,3.32,7.235,3.565,2016-05-03
2070,4.115,3.5,3.1725,6.3275,2.755,6.5975,3.745,3.5025,2.8225,3.2875,2.2125,2.64,7.5425,4.8525,7.055,3.4475,7.325,3.6225,2016-05-03
2080,4.175,3.625,3.275,6.555,2.92,6.725,3.755,3.5525,2.8475,3.37,2.2275,2.67,7.675,4.965,7.165,3.455,7.4225,3.675,2016-05-03
2090,4.3075,3.735,3.3375,6.6925,3.07,6.8675,3.825,3.6125,2.93,3.4275,2.255,2.7575,7.825,5.1075,7.2025,3.4775,7.5625,3.8225,2016-05-03
2100,4.4625,3.9,3.5775,6.8975,3.1675,6.9825,3.9325,3.79,3.0025,3.4975,2.3275,2.8525,8.08,5.3725,7.3775,3.5375,7.775,3.9425,2016-05-03
2110,4.6025,4.0575,3.7625,7.1575,3.3575,7.23,4.0225,3.94,3.06,3.67,2.4025,2.96,8.42,5.6375,7.6025,3.645,7.9375,4.0675,2016-05-03
2120,4.765,4.225,3.95,7.39,3.4625,7.3925,4.0925,4.09,3.2225,3.75,2.4975,3.025,8.74,5.895,7.8225,3.74,8.2125,4.2125,2016-05-03
2130,4.8925,4.325,4.045,7.5075,3.6025,7.515,4.18,4.165,3.275,3.825,2.52,3.0725,8.8675,5.995,7.9625,3.785,8.2525,4.345,2016-05-03
2140,5.015,4.4075,4.0725,7.635,3.69,7.5925,4.215,4.1625,3.31,3.9175,2.585,3.1675,9.0775,6.135,8.0725,3.7825,8.38,4.44,2016-05-03
2150,5.0925,4.4825,4.255,7.7575,3.74,7.7275,4.28,4.3375,3.365,3.94,2.605,3.185,9.3475,6.4175,8.2725,3.895,8.4725,4.525,2016-05-03
2160,5.205,4.5675,4.3575,7.83,3.8225,7.78,4.3025,4.3875,3.4175,4.035,2.6375,3.2625,9.61,6.5975,8.4375,3.9025,8.6325,4.6275,2016-05-03
2170,5.21,4.5825,4.365,7.8225,3.8675,7.79,4.3225,4.425,3.4975,4.05,2.62,3.2625,9.625,6.655,8.495,3.9725,8.7575,4.615,2016-05-03
2180,5.2275,4.5325,4.32,7.72,3.855,7.6825,4.2825,4.3775,3.41,4.07,2.6525,3.2475,9.73,6.61,8.5175,3.9275,8.74,4.6425,2016-05-03
2190,5.175,4.55,4.3325,7.74,3.87,7.735,4.2525,4.3425,3.4075,4.04,2.655,3.2175,9.7125,6.63,8.5025,3.8425,8.68,4.6325,2016-05-03
2200,5.206,4.53,4.374,7.718,3.792,7.674,4.282,4.328,3.436,3.942,2.588,3.242,9.804,6.636,8.57,3.916,8.666,4.63,2016-05-03
2210,5.2675,4.5475,4.3125,7.7275,3.8375,7.7975,4.3025,4.38,3.46,4.0725,2.5775,3.1925,9.7925,6.775,8.585,3.9325,8.685,4.7075,2016-05-03
2220,5.26,4.5325,4.2975,7.7325,3.7975,7.735,4.3125,4.3275,3.3775,3.9975,2.5875,3.195,9.78,6.5875,8.5275,3.905,8.6475,4.67,2016-05-03
2230,5.1725,4.4975,4.23,7.655,3.7,7.6025,4.2025,4.2625,3.3,3.9075,2.5625,3.11,9.4875,6.395,8.2825,3.7925,8.4175,4.585,2016-05-03
2240,4.915,4.39,4.09,7.6075,3.675,7.405,4.0425,4.195,3.2275,3.83,2.475,3.075,9.09,6.2175,8.035,3.775,8.1925,4.3775,2016-05-03
2250,4.7675,4.27,3.9325,7.355,3.585,7.2,3.9375,4,3.145,3.75,2.425,2.9825,8.785,5.895,7.74,3.7125,7.985,4.2075,2016-05-03
2260,4.644,4.18,3.712,7.156,3.456,7.016,3.818,3.864,3,3.51,2.286,2.84,8.34,5.646,7.5,3.616,7.688,4.1,2016-05-03
2270,4.5425,4.0225,3.605,6.9325,3.315,6.9475,3.7275,3.8275,2.975,3.48,2.285,2.7275,8.1275,5.5375,7.3675,3.455,7.5725,3.985,2016-05-03
2280,4.4625,3.9175,3.4525,6.8875,3.27,6.8575,3.6725,3.695,2.845,3.3825,2.225,2.78,7.935,5.305,7.22,3.45,7.4175,3.9075,2016-05-03
2290,4.455,3.75,3.3825,6.715,3.0825,6.7575,3.6075,3.68,2.7325,3.315,2.1525,2.69,7.7025,5.2125,7.075,3.4125,7.24,3.91,2016-05-03
2300,4.24,3.6625,3.255,6.6025,3.045,6.6475,3.56,3.5975,2.785,3.31,2.1275,2.57,7.5375,4.94,6.9425,3.3325,7.08,3.8,2016-05-03
2310,4.072,3.588,3.23,6.504,3.028,6.43,3.504,3.466,2.786,3.222,2.118,2.522,7.488,4.76,6.702,3.246,6.936,3.612,2016-05-03
2320,4.06,3.5375,3.0925,6.365,3.01,6.38,3.4025,3.415,2.64,3.1075,2.0675,2.5775,7.2875,4.8325,6.7475,3.1775,6.72,3.5175,2016-05-03
2330,3.99,3.5975,2.99,6.2675,2.8625,6.3425,3.3225,3.3125,2.505,3.0925,2.04,2.4325,7.1425,4.79,6.765,3.275,6.7475,3.57,2016-05-03
2340,3.906,3.41,2.962,6.158,2.906,6.316,3.292,3.172,2.556,2.968,1.95,2.396,7.23,4.596,6.602,3.272,6.73,3.522,2016-05-03
2350,3.965,3.38,3.0275,6.17,2.665,6.1325,3.31,3.245,2.54,3.0775,1.9375,2.415,7.105,4.635,6.6525,3.2275,6.5625,3.495,2016-05-03
2360,4.072,3.542,3.082,6.212,2.836,6.326,3.414,3.286,2.692,3.236,2.142,2.424,7.38,4.866,6.84,3.088,6.676,3.534,2016-05-03
2370,4.21,3.5875,3.1475,6.3375,2.7625,6.455,3.4975,3.26,2.795,3.015,2.11,2.485,7.54,5.1975,6.8675,3.1375,6.755,3.72,2016-05-03
2380,3.985,3.4125,3.0975,6.0825,2.7675,6.0875,3.4,3.2375,2.6075,3.11,2.0675,2.39,7.385,5.0175,6.655,3.14,6.8425,3.455,2016-05-03
2390,3.876,3.108,2.78,5.672,2.754,5.764,3.34,3.002,2.392,2.792,1.888,2.208,6.592,4.402,6.376,2.892,6.106,3.316,2016-05-03
2400,3.66,3.0375,2.555,5.5725,2.3,5.7325,3.1325,3.03,2.2625,2.88,1.9875,2.1975,6.485,4.52,6.3125,2.755,5.9125,3.0925,2016-05-03
2410,3.412,2.902,2.728,5.272,2.454,5.622,3.058,2.514,2.144,2.652,1.876,2.278,6.372,4.282,6.214,2.956,6.118,3.142,2016-05-03
2420,3.2925,2.77,2.355,5.3475,2.2325,5.77,2.8775,2.61,2.25,2.6225,1.75,1.9775,6.3,4.29,5.99,2.59,5.79,2.8675,2016-05-03
2430,3.516,2.776,2.58,5.332,2.222,5.64,2.984,2.802,2.296,2.654,1.77,2.012,6.214,4.032,6.006,2.83,5.472,3.066,2016-05-03
2440,3.615,3.2225,2.505,5.4775,2.3875,5.6475,3.5025,2.79,2.0475,2.7125,1.66,2.2175,6.3375,4.5175,5.9675,2.96,5.7525,3.3075,2016-05-03
2450,3.02,3.088,2.52,4.936,2.164,5.512,2.954,2.664,1.82,2.486,2.094,1.678,5.81,4.1,5.8,2.112,5.554,2.78,2016-05-03
2460,2.9925,2.8575,2.14,4.35,2.4225,4.675,2.24,2.4525,2.225,2.39,1.6425,1.57,5.2925,4.2825,5.4225,2.1275,5.0375,2.81,2016-05-03
2470,2.722,2.854,2.144,4.894,1.762,5.092,2.684,3.156,2.566,2.16,1.902,2.868,6.644,3.63,5.86,2.906,5.278,2.406,2016-05-03
2480,6.02,2.644,3.02,5.724,2.84,5.982,2.934,3.2,2.234,4.518,2.268,1.94,8.146,7.87,9.132,3.36,7.884,4.204,2016-05-03
2490,5.1425,3.2925,3.955,5.8875,1.57,7.8525,3.08,4.48,2.0725,4.06,2.5075,3.66,11.9425,8.4125,9.0825,4.8675,6.26,4.555,2016-05-03
2500,3.152,5.694,3.944,6.322,4.622,4.692,4.246,2.772,2.224,3.152,1.614,2.738,7.66,6.972,8.138,3.846,7.966,3.054,2016-05-03
2510,2.8325,4.6075,4.3675,8.515,4.4875,6.6825,4.885,3.525,4.8925,5.8025,1.6425,3.305,11.9525,6.41,12.8625,5.025,10.6375,4.3175,2016-05-03
2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-03
